t,solar,wind,year
136869,0,0.169,2015
136870,0,0.142,2015
136871,0,0.143,2015
136872,0,0.14,2015
136873,0,0.134,2015
136874,0.076,0.087,2015
136875,0.232,0.097,2015
136876,0.352,0.108,2015
136877,0.426,0.051,2015
136878,0.494,0.027,2015
136879,0.531,0.022,2015
136880,0.541,0.02,2015
136881,0.535,0.017,2015
136882,0.501,0.015,2015
136883,0.415,0.021,2015
136884,0.253,0.031,2015
136885,0.062,0.04,2015
136886,0,0.05,2015
136887,0,0.044,2015
136888,0,0.027,2015
136889,0,0.012,2015
136890,0,0.004,2015
136891,0,0.002,2015
136892,0,0.004,2015
136893,0,0.006,2015
136894,0,0.007,2015
136895,0,0.008,2015
136896,0,0.012,2015
136897,0,0.013,2015
136898,0.077,0.008,2015
136899,0.228,0.002,2015
136900,0.374,0,2015
136901,0.495,0.002,2015
136902,0.524,0.013,2015
136903,0.523,0.034,2015
136904,0.511,0.054,2015
136905,0.487,0.064,2015
136906,0.423,0.054,2015
136907,0.351,0.04,2015
136908,0.192,0.037,2015
136909,0.045,0.039,2015
136910,0,0.05,2015
136911,0,0.046,2015
136912,0,0.043,2015
136913,0,0.037,2015
136914,0,0.033,2015
136915,0,0.037,2015
136916,0,0.04,2015
136917,0,0.039,2015
136918,0,0.022,2015
136919,0,0.01,2015
136920,0,0.002,2015
136921,0,0,2015
136922,0.04,0,2015
136923,0.124,0,2015
136924,0.219,0.002,2015
136925,0.318,0.008,2015
136926,0.425,0.022,2015
136927,0.498,0.045,2015
136928,0.511,0.08,2015
136929,0.442,0.137,2015
136930,0.355,0.199,2015
136931,0.289,0.244,2015
136932,0.191,0.256,2015
136933,0.046,0.238,2015
136934,0,0.203,2015
136935,0,0.159,2015
136936,0,0.125,2015
136937,0,0.106,2015
136938,0,0.097,2015
136939,0,0.099,2015
136940,0,0.094,2015
136941,0,0.087,2015
136942,0,0.073,2015
136943,0,0.062,2015
136944,0,0.049,2015
136945,0,0.036,2015
136946,0.073,0.024,2015
136947,0.18,0.074,2015
136948,0.288,0.123,2015
136949,0.39,0.138,2015
136950,0.421,0.158,2015
136951,0.409,0.193,2015
136952,0.379,0.23,2015
136953,0.351,0.251,2015
136954,0.302,0.265,2015
136955,0.207,0.285,2015
136956,0.098,0.302,2015
136957,0.021,0.245,2015
136958,0,0.19,2015
136959,0,0.162,2015
136960,0,0.14,2015
136961,0,0.139,2015
136962,0,0.135,2015
136963,0,0.141,2015
136964,0,0.16,2015
136965,0,0.187,2015
136966,0,0.198,2015
136967,0,0.18,2015
136968,0,0.143,2015
136969,0.001,0.11,2015
136970,0.123,0.071,2015
136971,0.258,0.126,2015
136972,0.354,0.17,2015
136973,0.38,0.237,2015
136974,0.419,0.302,2015
136975,0.459,0.348,2015
136976,0.466,0.367,2015
136977,0.423,0.4,2015
136978,0.319,0.459,2015
136979,0.202,0.499,2015
136980,0.097,0.479,2015
136981,0.021,0.34,2015
136982,0,0.244,2015
136983,0,0.186,2015
136984,0,0.177,2015
136985,0,0.174,2015
136986,0,0.208,2015
136987,0,0.227,2015
136988,0,0.257,2015
136989,0,0.265,2015
136990,0,0.253,2015
136991,0,0.227,2015
136992,0,0.189,2015
136993,0,0.169,2015
136994,0.037,0.115,2015
136995,0.114,0.113,2015
136996,0.19,0.151,2015
136997,0.261,0.115,2015
136998,0.324,0.087,2015
136999,0.362,0.078,2015
137000,0.365,0.093,2015
137001,0.341,0.121,2015
137002,0.277,0.157,2015
137003,0.174,0.216,2015
137004,0.076,0.285,2015
137005,0.013,0.281,2015
137006,0,0.302,2015
137007,0,0.299,2015
137008,0,0.27,2015
137009,0,0.257,2015
137010,0,0.241,2015
137011,0,0.232,2015
137012,0,0.226,2015
137013,0,0.214,2015
137014,0,0.195,2015
137015,0,0.185,2015
137016,0,0.18,2015
137017,0,0.216,2015
137018,0.083,0.146,2015
137019,0.21,0.182,2015
137020,0.338,0.254,2015
137021,0.444,0.329,2015
137022,0.51,0.387,2015
137023,0.527,0.449,2015
137024,0.511,0.509,2015
137025,0.463,0.565,2015
137026,0.37,0.623,2015
137027,0.274,0.67,2015
137028,0.153,0.66,2015
137029,0.038,0.551,2015
137030,0,0.413,2015
137031,0,0.301,2015
137032,0,0.256,2015
137033,0,0.215,2015
137034,0,0.21,2015
137035,0,0.191,2015
137036,0,0.198,2015
137037,0,0.199,2015
137038,0,0.198,2015
137039,0,0.217,2015
137040,0,0.218,2015
137041,0,0.199,2015
137042,0.053,0.149,2015
137043,0.152,0.288,2015
137044,0.261,0.384,2015
137045,0.35,0.357,2015
137046,0.409,0.322,2015
137047,0.437,0.331,2015
137048,0.434,0.36,2015
137049,0.391,0.388,2015
137050,0.291,0.429,2015
137051,0.195,0.472,2015
137052,0.102,0.503,2015
137053,0.021,0.473,2015
137054,0,0.429,2015
137055,0,0.412,2015
137056,0,0.356,2015
137057,0,0.294,2015
137058,0,0.307,2015
137059,0,0.314,2015
137060,0,0.303,2015
137061,0,0.269,2015
137062,0,0.228,2015
137063,0,0.247,2015
137064,0,0.228,2015
137065,0,0.203,2015
137066,0.074,0.152,2015
137067,0.187,0.257,2015
137068,0.29,0.348,2015
137069,0.372,0.37,2015
137070,0.433,0.367,2015
137071,0.471,0.364,2015
137072,0.463,0.362,2015
137073,0.392,0.355,2015
137074,0.293,0.34,2015
137075,0.185,0.335,2015
137076,0.085,0.325,2015
137077,0.015,0.29,2015
137078,0,0.352,2015
137079,0,0.367,2015
137080,0,0.327,2015
137081,0,0.305,2015
137082,0,0.314,2015
137083,0,0.323,2015
137084,0,0.365,2015
137085,0,0.36,2015
137086,0,0.318,2015
137087,0,0.309,2015
137088,0,0.299,2015
137089,0,0.276,2015
137090,0.053,0.203,2015
137091,0.156,0.352,2015
137092,0.298,0.476,2015
137093,0.415,0.45,2015
137094,0.453,0.432,2015
137095,0.441,0.442,2015
137096,0.426,0.498,2015
137097,0.382,0.555,2015
137098,0.327,0.6,2015
137099,0.257,0.606,2015
137100,0.178,0.558,2015
137101,0.07,0.417,2015
137102,0,0.322,2015
137103,0,0.285,2015
137104,0,0.317,2015
137105,0,0.347,2015
137106,0,0.367,2015
137107,0,0.339,2015
137108,0,0.326,2015
137109,0,0.373,2015
137110,0,0.367,2015
137111,0,0.338,2015
137112,0,0.304,2015
137113,0,0.271,2015
137114,0.064,0.219,2015
137115,0.176,0.383,2015
137116,0.295,0.485,2015
137117,0.385,0.505,2015
137118,0.428,0.525,2015
137119,0.437,0.56,2015
137120,0.447,0.603,2015
137121,0.438,0.65,2015
137122,0.404,0.682,2015
137123,0.343,0.688,2015
137124,0.253,0.647,2015
137125,0.1,0.477,2015
137126,0,0.287,2015
137127,0,0.239,2015
137128,0,0.235,2015
137129,0,0.203,2015
137130,0,0.205,2015
137131,0,0.245,2015
137132,0,0.285,2015
137133,0,0.286,2015
137134,0,0.239,2015
137135,0,0.174,2015
137136,0,0.154,2015
137137,0,0.14,2015
137138,0.129,0.109,2015
137139,0.295,0.238,2015
137140,0.411,0.318,2015
137141,0.484,0.37,2015
137142,0.523,0.422,2015
137143,0.532,0.485,2015
137144,0.493,0.524,2015
137145,0.349,0.556,2015
137146,0.209,0.609,2015
137147,0.113,0.653,2015
137148,0.055,0.645,2015
137149,0.012,0.486,2015
137150,0,0.318,2015
137151,0,0.275,2015
137152,0,0.273,2015
137153,0,0.269,2015
137154,0,0.281,2015
137155,0,0.289,2015
137156,0,0.29,2015
137157,0,0.299,2015
137158,0,0.283,2015
137159,0,0.257,2015
137160,0,0.233,2015
137161,0.001,0.2,2015
137162,0.123,0.191,2015
137163,0.188,0.378,2015
137164,0.277,0.428,2015
137165,0.436,0.427,2015
137166,0.582,0.436,2015
137167,0.609,0.496,2015
137168,0.613,0.588,2015
137169,0.61,0.668,2015
137170,0.581,0.68,2015
137171,0.469,0.666,2015
137172,0.289,0.636,2015
137173,0.09,0.528,2015
137174,0,0.351,2015
137175,0,0.264,2015
137176,0,0.235,2015
137177,0,0.235,2015
137178,0,0.232,2015
137179,0,0.252,2015
137180,0,0.249,2015
137181,0,0.232,2015
137182,0,0.189,2015
137183,0,0.156,2015
137184,0,0.148,2015
137185,0.002,0.137,2015
137186,0.27,0.106,2015
137187,0.483,0.204,2015
137188,0.566,0.224,2015
137189,0.587,0.216,2015
137190,0.612,0.226,2015
137191,0.618,0.281,2015
137192,0.619,0.37,2015
137193,0.616,0.469,2015
137194,0.597,0.58,2015
137195,0.493,0.673,2015
137196,0.299,0.733,2015
137197,0.084,0.713,2015
137198,0,0.559,2015
137199,0,0.463,2015
137200,0,0.364,2015
137201,0,0.325,2015
137202,0,0.323,2015
137203,0,0.303,2015
137204,0,0.257,2015
137205,0,0.235,2015
137206,0,0.199,2015
137207,0,0.147,2015
137208,0,0.145,2015
137209,0.002,0.136,2015
137210,0.266,0.101,2015
137211,0.494,0.181,2015
137212,0.577,0.172,2015
137213,0.584,0.127,2015
137214,0.567,0.099,2015
137215,0.548,0.091,2015
137216,0.506,0.093,2015
137217,0.438,0.11,2015
137218,0.374,0.159,2015
137219,0.271,0.24,2015
137220,0.181,0.355,2015
137221,0.062,0.428,2015
137222,0,0.377,2015
137223,0,0.343,2015
137224,0,0.306,2015
137225,0,0.226,2015
137226,0,0.18,2015
137227,0,0.165,2015
137228,0,0.154,2015
137229,0,0.148,2015
137230,0,0.126,2015
137231,0,0.111,2015
137232,0,0.098,2015
137233,0,0.09,2015
137234,0.181,0.077,2015
137235,0.361,0.133,2015
137236,0.436,0.112,2015
137237,0.514,0.08,2015
137238,0.555,0.086,2015
137239,0.569,0.11,2015
137240,0.565,0.155,2015
137241,0.518,0.212,2015
137242,0.396,0.291,2015
137243,0.232,0.417,2015
137244,0.089,0.553,2015
137245,0.012,0.578,2015
137246,0,0.469,2015
137247,0,0.383,2015
137248,0,0.303,2015
137249,0,0.205,2015
137250,0,0.153,2015
137251,0,0.135,2015
137252,0,0.121,2015
137253,0,0.097,2015
137254,0,0.077,2015
137255,0,0.059,2015
137256,0,0.057,2015
137257,0,0.063,2015
137258,0.054,0.054,2015
137259,0.188,0.082,2015
137260,0.324,0.1,2015
137261,0.444,0.072,2015
137262,0.508,0.043,2015
137263,0.553,0.035,2015
137264,0.562,0.041,2015
137265,0.53,0.047,2015
137266,0.425,0.053,2015
137267,0.208,0.058,2015
137268,0.09,0.08,2015
137269,0.011,0.076,2015
137270,0,0.039,2015
137271,0,0.028,2015
137272,0,0.033,2015
137273,0,0.081,2015
137274,0,0.134,2015
137275,0,0.156,2015
137276,0,0.154,2015
137277,0,0.145,2015
137278,0,0.114,2015
137279,0,0.085,2015
137280,0,0.086,2015
137281,0,0.09,2015
137282,0.025,0.057,2015
137283,0.093,0.031,2015
137284,0.171,0.023,2015
137285,0.269,0.01,2015
137286,0.347,0.003,2015
137287,0.407,0.001,2015
137288,0.408,0.002,2015
137289,0.347,0.002,2015
137290,0.282,0.003,2015
137291,0.182,0.005,2015
137292,0.08,0.013,2015
137293,0.011,0.035,2015
137294,0,0.077,2015
137295,0,0.104,2015
137296,0,0.116,2015
137297,0,0.106,2015
137298,0,0.093,2015
137299,0,0.09,2015
137300,0,0.088,2015
137301,0,0.08,2015
137302,0,0.074,2015
137303,0,0.068,2015
137304,0,0.061,2015
137305,0,0.054,2015
137306,0.023,0.032,2015
137307,0.081,0.018,2015
137308,0.159,0.007,2015
137309,0.26,0.001,2015
137310,0.339,0,2015
137311,0.394,0,2015
137312,0.359,0,2015
137313,0.281,0,2015
137314,0.193,0,2015
137315,0.119,0.003,2015
137316,0.059,0.008,2015
137317,0.009,0.017,2015
137318,0,0.024,2015
137319,0,0.025,2015
137320,0,0.023,2015
137321,0,0.023,2015
137322,0,0.025,2015
137323,0,0.032,2015
137324,0,0.041,2015
137325,0,0.044,2015
137326,0,0.043,2015
137327,0,0.039,2015
137328,0,0.035,2015
137329,0,0.033,2015
137330,0.052,0.024,2015
137331,0.148,0.022,2015
137332,0.246,0.025,2015
137333,0.33,0.032,2015
137334,0.396,0.041,2015
137335,0.446,0.064,2015
137336,0.473,0.098,2015
137337,0.465,0.134,2015
137338,0.415,0.157,2015
137339,0.327,0.169,2015
137340,0.204,0.162,2015
137341,0.054,0.144,2015
137342,0,0.154,2015
137343,0,0.148,2015
137344,0,0.122,2015
137345,0,0.09,2015
137346,0,0.068,2015
137347,0,0.053,2015
137348,0,0.044,2015
137349,0,0.035,2015
137350,0,0.024,2015
137351,0,0.015,2015
137352,0,0.012,2015
137353,0,0.011,2015
137354,0.037,0.008,2015
137355,0.117,0.016,2015
137356,0.218,0.053,2015
137357,0.29,0.096,2015
137358,0.332,0.138,2015
137359,0.367,0.177,2015
137360,0.365,0.206,2015
137361,0.324,0.245,2015
137362,0.222,0.257,2015
137363,0.132,0.261,2015
137364,0.063,0.252,2015
137365,0.01,0.18,2015
137366,0,0.14,2015
137367,0,0.133,2015
137368,0,0.136,2015
137369,0,0.129,2015
137370,0,0.123,2015
137371,0,0.11,2015
137372,0,0.1,2015
137373,0,0.092,2015
137374,0,0.081,2015
137375,0,0.074,2015
137376,0,0.068,2015
137377,0,0.065,2015
137378,0.043,0.047,2015
137379,0.118,0.098,2015
137380,0.19,0.159,2015
137381,0.25,0.215,2015
137382,0.293,0.274,2015
137383,0.332,0.33,2015
137384,0.381,0.384,2015
137385,0.348,0.426,2015
137386,0.293,0.439,2015
137387,0.226,0.418,2015
137388,0.123,0.346,2015
137389,0.024,0.234,2015
137390,0,0.17,2015
137391,0,0.143,2015
137392,0,0.13,2015
137393,0,0.117,2015
137394,0,0.105,2015
137395,0,0.09,2015
137396,0,0.081,2015
137397,0,0.076,2015
137398,0,0.071,2015
137399,0,0.068,2015
137400,0,0.066,2015
137401,0,0.062,2015
137402,0.056,0.044,2015
137403,0.177,0.084,2015
137404,0.321,0.162,2015
137405,0.437,0.224,2015
137406,0.517,0.291,2015
137407,0.556,0.364,2015
137408,0.559,0.447,2015
137409,0.534,0.5,2015
137410,0.481,0.518,2015
137411,0.425,0.499,2015
137412,0.307,0.417,2015
137413,0.09,0.245,2015
137414,0,0.149,2015
137415,0,0.128,2015
137416,0,0.117,2015
137417,0,0.099,2015
137418,0,0.093,2015
137419,0,0.088,2015
137420,0,0.083,2015
137421,0,0.079,2015
137422,0,0.076,2015
137423,0,0.078,2015
137424,0,0.076,2015
137425,0,0.078,2015
137426,0.055,0.06,2015
137427,0.144,0.122,2015
137428,0.24,0.233,2015
137429,0.341,0.337,2015
137430,0.423,0.442,2015
137431,0.466,0.533,2015
137432,0.439,0.611,2015
137433,0.371,0.662,2015
137434,0.29,0.694,2015
137435,0.196,0.676,2015
137436,0.093,0.568,2015
137437,0.015,0.37,2015
137438,0,0.203,2015
137439,0,0.109,2015
137440,0,0.084,2015
137441,0,0.091,2015
137442,0,0.112,2015
137443,0,0.142,2015
137444,0,0.161,2015
137445,0,0.144,2015
137446,0,0.106,2015
137447,0,0.096,2015
137448,0,0.14,2015
137449,0,0.173,2015
137450,0.053,0.133,2015
137451,0.166,0.133,2015
137452,0.312,0.259,2015
137453,0.338,0.39,2015
137454,0.382,0.486,2015
137455,0.408,0.52,2015
137456,0.387,0.556,2015
137457,0.332,0.606,2015
137458,0.261,0.628,2015
137459,0.169,0.615,2015
137460,0.081,0.541,2015
137461,0.013,0.387,2015
137462,0,0.294,2015
137463,0,0.2,2015
137464,0,0.153,2015
137465,0,0.137,2015
137466,0,0.151,2015
137467,0,0.165,2015
137468,0,0.157,2015
137469,0,0.157,2015
137470,0,0.155,2015
137471,0,0.134,2015
137472,0,0.121,2015
137473,0,0.129,2015
137474,0.032,0.099,2015
137475,0.101,0.084,2015
137476,0.179,0.202,2015
137477,0.253,0.301,2015
137478,0.311,0.383,2015
137479,0.347,0.458,2015
137480,0.369,0.519,2015
137481,0.379,0.56,2015
137482,0.328,0.607,2015
137483,0.231,0.629,2015
137484,0.109,0.557,2015
137485,0.027,0.386,2015
137486,0,0.325,2015
137487,0,0.318,2015
137488,0,0.348,2015
137489,0,0.356,2015
137490,0,0.338,2015
137491,0,0.339,2015
137492,0,0.4,2015
137493,0,0.447,2015
137494,0,0.402,2015
137495,0,0.335,2015
137496,0,0.302,2015
137497,0,0.289,2015
137498,0.04,0.19,2015
137499,0.158,0.236,2015
137500,0.259,0.367,2015
137501,0.349,0.485,2015
137502,0.425,0.562,2015
137503,0.469,0.61,2015
137504,0.465,0.633,2015
137505,0.417,0.657,2015
137506,0.354,0.676,2015
137507,0.296,0.645,2015
137508,0.213,0.525,2015
137509,0.042,0.304,2015
137510,0,0.2,2015
137511,0,0.208,2015
137512,0,0.198,2015
137513,0,0.169,2015
137514,0,0.157,2015
137515,0,0.173,2015
137516,0,0.197,2015
137517,0,0.198,2015
137518,0,0.238,2015
137519,0,0.242,2015
137520,0,0.232,2015
137521,0,0.223,2015
137522,0.062,0.178,2015
137523,0.178,0.273,2015
137524,0.294,0.374,2015
137525,0.402,0.462,2015
137526,0.449,0.509,2015
137527,0.457,0.552,2015
137528,0.433,0.596,2015
137529,0.394,0.633,2015
137530,0.334,0.648,2015
137531,0.266,0.619,2015
137532,0.156,0.564,2015
137533,0.028,0.429,2015
137534,0,0.358,2015
137535,0,0.333,2015
137536,0,0.309,2015
137537,0,0.303,2015
137538,0,0.294,2015
137539,0,0.276,2015
137540,0,0.302,2015
137541,0,0.315,2015
137542,0,0.32,2015
137543,0,0.308,2015
137544,0,0.288,2015
137545,0,0.278,2015
137546,0.128,0.223,2015
137547,0.328,0.38,2015
137548,0.484,0.515,2015
137549,0.542,0.644,2015
137550,0.559,0.755,2015
137551,0.589,0.817,2015
137552,0.64,0.846,2015
137553,0.657,0.854,2015
137554,0.646,0.842,2015
137555,0.587,0.819,2015
137556,0.4,0.783,2015
137557,0.076,0.665,2015
137558,0,0.524,2015
137559,0,0.412,2015
137560,0,0.36,2015
137561,0,0.356,2015
137562,0,0.341,2015
137563,0,0.316,2015
137564,0,0.281,2015
137565,0,0.273,2015
137566,0,0.261,2015
137567,0,0.264,2015
137568,0,0.251,2015
137569,0,0.25,2015
137570,0.056,0.178,2015
137571,0.151,0.234,2015
137572,0.247,0.452,2015
137573,0.331,0.597,2015
137574,0.42,0.678,2015
137575,0.476,0.742,2015
137576,0.493,0.794,2015
137577,0.448,0.82,2015
137578,0.305,0.832,2015
137579,0.182,0.825,2015
137580,0.088,0.755,2015
137581,0.015,0.527,2015
137582,0,0.421,2015
137583,0,0.417,2015
137584,0,0.436,2015
137585,0,0.468,2015
137586,0,0.491,2015
137587,0,0.516,2015
137588,0,0.507,2015
137589,0,0.486,2015
137590,0,0.406,2015
137591,0,0.362,2015
137592,0,0.354,2015
137593,0,0.387,2015
137594,0.197,0.445,2015
137595,0.422,0.588,2015
137596,0.545,0.74,2015
137597,0.589,0.79,2015
137598,0.611,0.818,2015
137599,0.616,0.849,2015
137600,0.611,0.86,2015
137601,0.592,0.86,2015
137602,0.509,0.858,2015
137603,0.31,0.856,2015
137604,0.137,0.819,2015
137605,0.03,0.653,2015
137606,0,0.53,2015
137607,0,0.454,2015
137608,0,0.388,2015
137609,0,0.29,2015
137610,0,0.314,2015
137611,0,0.377,2015
137612,0,0.428,2015
137613,0,0.446,2015
137614,0,0.439,2015
137615,0,0.425,2015
137616,0,0.406,2015
137617,0,0.362,2015
137618,0.077,0.297,2015
137619,0.233,0.419,2015
137620,0.342,0.66,2015
137621,0.416,0.812,2015
137622,0.483,0.877,2015
137623,0.527,0.903,2015
137624,0.569,0.908,2015
137625,0.58,0.901,2015
137626,0.501,0.874,2015
137627,0.408,0.834,2015
137628,0.218,0.751,2015
137629,0.04,0.54,2015
137630,0,0.364,2015
137631,0,0.289,2015
137632,0,0.281,2015
137633,0,0.252,2015
137634,0,0.232,2015
137635,0,0.227,2015
137636,0,0.232,2015
137637,0,0.237,2015
137638,0,0.239,2015
137639,0,0.254,2015
137640,0,0.268,2015
137641,0,0.261,2015
137642,0.123,0.204,2015
137643,0.32,0.383,2015
137644,0.44,0.584,2015
137645,0.507,0.615,2015
137646,0.537,0.584,2015
137647,0.556,0.582,2015
137648,0.552,0.609,2015
137649,0.492,0.652,2015
137650,0.417,0.707,2015
137651,0.292,0.752,2015
137652,0.151,0.755,2015
137653,0.025,0.58,2015
137654,0,0.37,2015
137655,0,0.282,2015
137656,0,0.258,2015
137657,0,0.251,2015
137658,0,0.277,2015
137659,0,0.299,2015
137660,0,0.318,2015
137661,0,0.342,2015
137662,0,0.345,2015
137663,0,0.33,2015
137664,0,0.314,2015
137665,0,0.292,2015
137666,0.029,0.218,2015
137667,0.131,0.414,2015
137668,0.266,0.558,2015
137669,0.31,0.609,2015
137670,0.332,0.634,2015
137671,0.342,0.655,2015
137672,0.314,0.678,2015
137673,0.251,0.696,2015
137674,0.184,0.677,2015
137675,0.144,0.629,2015
137676,0.082,0.526,2015
137677,0.008,0.374,2015
137678,0,0.347,2015
137679,0,0.355,2015
137680,0,0.36,2015
137681,0,0.323,2015
137682,0,0.318,2015
137683,0,0.331,2015
137684,0,0.366,2015
137685,0,0.394,2015
137686,0,0.364,2015
137687,0,0.35,2015
137688,0,0.339,2015
137689,0,0.302,2015
137690,0.022,0.225,2015
137691,0.093,0.257,2015
137692,0.206,0.442,2015
137693,0.333,0.537,2015
137694,0.38,0.561,2015
137695,0.351,0.572,2015
137696,0.301,0.603,2015
137697,0.221,0.63,2015
137698,0.159,0.633,2015
137699,0.11,0.599,2015
137700,0.061,0.489,2015
137701,0.011,0.354,2015
137702,0,0.33,2015
137703,0,0.289,2015
137704,0,0.295,2015
137705,0,0.314,2015
137706,0,0.302,2015
137707,0,0.243,2015
137708,0,0.232,2015
137709,0,0.232,2015
137710,0,0.194,2015
137711,0,0.122,2015
137712,0,0.099,2015
137713,0,0.082,2015
137714,0.024,0.053,2015
137715,0.094,0.064,2015
137716,0.178,0.087,2015
137717,0.273,0.071,2015
137718,0.339,0.061,2015
137719,0.361,0.055,2015
137720,0.354,0.066,2015
137721,0.313,0.084,2015
137722,0.254,0.109,2015
137723,0.174,0.137,2015
137724,0.093,0.164,2015
137725,0.014,0.143,2015
137726,0,0.14,2015
137727,0,0.125,2015
137728,0,0.129,2015
137729,0,0.15,2015
137730,0,0.189,2015
137731,0,0.254,2015
137732,0,0.263,2015
137733,0,0.244,2015
137734,0,0.204,2015
137735,0,0.159,2015
137736,0,0.128,2015
137737,0,0.115,2015
137738,0.122,0.083,2015
137739,0.363,0.156,2015
137740,0.525,0.17,2015
137741,0.625,0.148,2015
137742,0.655,0.156,2015
137743,0.662,0.184,2015
137744,0.665,0.235,2015
137745,0.66,0.304,2015
137746,0.617,0.37,2015
137747,0.368,0.448,2015
137748,0.192,0.535,2015
137749,0.031,0.548,2015
137750,0,0.442,2015
137751,0,0.373,2015
137752,0,0.327,2015
137753,0,0.257,2015
137754,0,0.21,2015
137755,0,0.195,2015
137756,0,0.164,2015
137757,0,0.157,2015
137758,0,0.122,2015
137759,0,0.096,2015
137760,0,0.088,2015
137761,0,0.086,2015
137762,0.025,0.066,2015
137763,0.116,0.098,2015
137764,0.251,0.12,2015
137765,0.359,0.096,2015
137766,0.407,0.076,2015
137767,0.408,0.065,2015
137768,0.354,0.064,2015
137769,0.287,0.074,2015
137770,0.198,0.086,2015
137771,0.126,0.107,2015
137772,0.06,0.134,2015
137773,0.007,0.138,2015
137774,0,0.136,2015
137775,0,0.126,2015
137776,0,0.107,2015
137777,0,0.089,2015
137778,0,0.08,2015
137779,0,0.081,2015
137780,0,0.08,2015
137781,0,0.073,2015
137782,0,0.064,2015
137783,0,0.056,2015
137784,0,0.046,2015
137785,0,0.036,2015
137786,0.036,0.02,2015
137787,0.145,0.018,2015
137788,0.274,0.018,2015
137789,0.361,0.018,2015
137790,0.434,0.024,2015
137791,0.467,0.029,2015
137792,0.466,0.032,2015
137793,0.413,0.032,2015
137794,0.322,0.041,2015
137795,0.218,0.054,2015
137796,0.102,0.082,2015
137797,0.01,0.114,2015
137798,0,0.132,2015
137799,0,0.129,2015
137800,0,0.121,2015
137801,0,0.116,2015
137802,0,0.107,2015
137803,0,0.107,2015
137804,0,0.103,2015
137805,0,0.095,2015
137806,0,0.078,2015
137807,0,0.066,2015
137808,0,0.058,2015
137809,0,0.05,2015
137810,0.106,0.038,2015
137811,0.291,0.025,2015
137812,0.412,0.022,2015
137813,0.493,0.011,2015
137814,0.537,0.007,2015
137815,0.558,0.01,2015
137816,0.551,0.025,2015
137817,0.523,0.051,2015
137818,0.46,0.09,2015
137819,0.349,0.156,2015
137820,0.167,0.253,2015
137821,0.027,0.274,2015
137822,0,0.232,2015
137823,0,0.189,2015
137824,0,0.158,2015
137825,0,0.14,2015
137826,0,0.134,2015
137827,0,0.135,2015
137828,0,0.209,2015
137829,0,0.208,2015
137830,0,0.196,2015
137831,0,0.142,2015
137832,0,0.097,2015
137833,0,0.076,2015
137834,0.099,0.058,2015
137835,0.315,0.1,2015
137836,0.452,0.143,2015
137837,0.545,0.116,2015
137838,0.576,0.069,2015
137839,0.597,0.033,2015
137840,0.614,0.012,2015
137841,0.629,0.008,2015
137842,0.598,0.013,2015
137843,0.49,0.053,2015
137844,0.181,0.163,2015
137845,0.042,0.304,2015
137846,0,0.319,2015
137847,0,0.243,2015
137848,0,0.189,2015
137849,0,0.157,2015
137850,0,0.157,2015
137851,0,0.152,2015
137852,0,0.149,2015
137853,0,0.142,2015
137854,0,0.122,2015
137855,0,0.117,2015
137856,0,0.111,2015
137857,0,0.101,2015
137858,0.027,0.09,2015
137859,0.108,0.113,2015
137860,0.187,0.107,2015
137861,0.243,0.16,2015
137862,0.256,0.218,2015
137863,0.228,0.288,2015
137864,0.217,0.296,2015
137865,0.199,0.239,2015
137866,0.141,0.189,2015
137867,0.078,0.125,2015
137868,0.026,0.076,2015
137869,0.001,0.06,2015
137870,0,0.081,2015
137871,0,0.092,2015
137872,0,0.107,2015
137873,0,0.12,2015
137874,0,0.136,2015
137875,0,0.146,2015
137876,0,0.147,2015
137877,0,0.145,2015
137878,0,0.14,2015
137879,0,0.143,2015
137880,0,0.145,2015
137881,0,0.14,2015
137882,0.042,0.102,2015
137883,0.169,0.086,2015
137884,0.278,0.095,2015
137885,0.394,0.053,2015
137886,0.449,0.024,2015
137887,0.444,0.012,2015
137888,0.396,0.012,2015
137889,0.284,0.015,2015
137890,0.172,0.024,2015
137891,0.097,0.04,2015
137892,0.039,0.062,2015
137893,0.002,0.082,2015
137894,0,0.109,2015
137895,0,0.125,2015
137896,0,0.101,2015
137897,0,0.093,2015
137898,0,0.097,2015
137899,0,0.101,2015
137900,0,0.102,2015
137901,0,0.096,2015
137902,0,0.095,2015
137903,0,0.092,2015
137904,0,0.083,2015
137905,0,0.071,2015
137906,0.018,0.052,2015
137907,0.089,0.033,2015
137908,0.191,0.042,2015
137909,0.292,0.045,2015
137910,0.349,0.045,2015
137911,0.36,0.049,2015
137912,0.336,0.054,2015
137913,0.294,0.063,2015
137914,0.226,0.067,2015
137915,0.142,0.067,2015
137916,0.068,0.063,2015
137917,0.005,0.065,2015
137918,0,0.071,2015
137919,0,0.072,2015
137920,0,0.059,2015
137921,0,0.044,2015
137922,0,0.036,2015
137923,0,0.025,2015
137924,0,0.016,2015
137925,0,0.009,2015
137926,0,0.002,2015
137927,0,0,2015
137928,0,0,2015
137929,0,0,2015
137930,0.031,0,2015
137931,0.135,0,2015
137932,0.231,0,2015
137933,0.296,0,2015
137934,0.355,0.002,2015
137935,0.382,0.013,2015
137936,0.338,0.037,2015
137937,0.3,0.071,2015
137938,0.227,0.1,2015
137939,0.16,0.116,2015
137940,0.08,0.111,2015
137941,0.009,0.092,2015
137942,0,0.087,2015
137943,0,0.073,2015
137944,0,0.053,2015
137945,0,0.034,2015
